iteration 	 stepSize
218	1.2812453781314384E-5
219	1.2171831092248665E-5
220	1.1563239537636231E-5
221	1.0985077560754418E-5
222	1.0435823682716698E-5
223	9.914032498580862E-6
224	9.418330873651818E-6
225	8.947414329969227E-6
226	8.500043613470765E-6
227	8.075041432797226E-6
228	7.671289361157365E-6
229	7.287724893099496E-6
230	6.923338648444521E-6
231	6.5771717160222945E-6
232	6.24831313022118E-6
233	5.93589747371012E-6
234	5.639102600024614E-6
235	5.357147470023383E-6
236	5.089290096522213E-6
237	4.834825591696102E-6
238	4.593084312111297E-6
239	4.3634300965057315E-6
240	4.145258591680445E-6
241	3.937995662096422E-6
242	3.741095878991601E-6
243	3.5540410850420205E-6
244	3.3763390307899193E-6
245	3.207522079250423E-6
246	3.047145975287902E-6
247	2.894788676523507E-6
248	2.7500492426973314E-6
249	2.612546780562465E-6
250	2.4819194415343414E-6
251	2.3578234694576244E-6
252	2.239932295984743E-6
253	2.127935681185506E-6
254	2.0215388971262304E-6
255	1.9204619522699186E-6
256	1.8244388546564226E-6
257	1.7332169119236014E-6
258	1.6465560663274211E-6
259	1.56422826301105E-6
260	1.4860168498604975E-6
261	1.4117160073674724E-6
262	1.3411302069990987E-6
263	1.2740736966491437E-6
264	1.2103700118166866E-6
265	1.1498515112258522E-6
266	1.0923589356645595E-6
267	1.0377409888813315E-6
268	9.85853939437265E-7
269	9.365612424654016E-7
270	8.897331803421314E-7
271	8.452465213250248E-7
272	8.029841952587736E-7
273	7.628349854958349E-7
274	7.24693236221043E-7
275	6.884585744099909E-7
276	6.540356456894913E-7
277	6.213338634050167E-7
278	5.902671702347659E-7
279	5.607538117230276E-7
280	5.327161211368762E-7
281	5.060803150800324E-7
282	4.807762993260307E-7
283	4.5673748435972915E-7
284	4.339006101417427E-7
285	4.1220557963465554E-7
286	3.9159530065292273E-7
287	3.720155356202766E-7
288	3.5341475883926273E-7
289	3.3574402089729957E-7
290	3.189568198524346E-7
291	3.0300897885981283E-7
292	2.8785852991682216E-7
293	2.7346560342098105E-7
294	2.59792323249932E-7
295	2.468027070874354E-7
296	2.344625717330636E-7
297	2.2273944314641042E-7
298	2.116024709890899E-7
299	2.010223474396354E-7
300	1.9097123006765362E-7
301	1.8142266856427094E-7
302	1.7235153513605738E-7
303	1.637339583792545E-7
304	1.5554726046029179E-7
305	1.477698974372772E-7
306	1.4038140256541333E-7
307	1.3336233243714265E-7
308	1.266942158152855E-7
309	1.2035950502452124E-7
310	1.1434152977329517E-7
311	1.0862445328463041E-7
312	1.0319323062039888E-7
313	9.803356908937893E-8
314	9.313189063490998E-8
315	8.847529610316448E-8
316	8.405153129800625E-8
317	7.984895473310594E-8
318	7.585650699645064E-8
319	7.206368164662811E-8
320	6.84604975642967E-8
321	6.503747268608187E-8
322	6.178559905177777E-8
323	5.869631909918888E-8
324	5.576150314422943E-8
325	5.297342798701796E-8
326	5.032475658766706E-8
327	4.780851875828371E-8
328	4.541809282036952E-8
329	4.3147188179351044E-8
330	4.098982877038349E-8
331	3.8940337331864314E-8
332	3.69933204652711E-8
333	3.514365444200754E-8
334	3.3386471719907165E-8
335	3.1717148133911806E-8
336	3.013129072721621E-8
337	2.86247261908554E-8
338	2.719348988131263E-8
339	2.5833815387246998E-8
340	2.4542124617884646E-8
341	2.3315018386990414E-8
342	2.2149267467640893E-8
343	2.1041804094258847E-8
344	1.9989713889545905E-8
345	1.8990228195068607E-8
346	1.8040716785315177E-8
347	1.7138680946049417E-8
348	1.6281746898746947E-8
349	1.54676595538096E-8
350	1.469427657611912E-8
351	1.3959562747313163E-8
352	1.3261584609947503E-8
353	1.2598505379450127E-8
354	1.196858011047762E-8
355	1.1370151104953739E-8
356	1.0801643549706051E-8
357	1.0261561372220747E-8
358	9.74848330360971E-9
359	9.261059138429223E-9
360	8.798006181507761E-9
361	8.358105872432373E-9
362	7.940200578810754E-9
363	7.543190549870216E-9
364	7.166031022376705E-9
365	6.8077294712578695E-9
366	6.4673429976949755E-9
367	6.143975847810226E-9
368	5.836777055419714E-9
369	5.544938202648729E-9
370	5.267691292516292E-9
371	5.004306727890478E-9
372	4.754091391495954E-9
373	4.754091391495954E-9
374	4.516386821921156E-9
375	4.2905674808250985E-9
376	4.0760391067838435E-9
377	3.872237151444651E-9
378	3.6786252938724184E-9
379	3.6786252938724184E-9
380	3.4946940291787974E-9
381	3.3199593277198575E-9
382	3.1539613613338643E-9
383	2.996263293267171E-9
384	2.846450128603812E-9
385	2.7041276221736214E-9
386	2.7041276221736214E-9
387	2.56892124106494E-9
388	2.4404751790116927E-9
389	2.318451420061108E-9
390	2.2025288490580525E-9
391	2.09240240660515E-9
392	1.987782286274892E-9
393	1.8883931719611474E-9
394	1.8883931719611474E-9
395	1.79397351336309E-9
396	1.7042748376949355E-9
397	1.6190610958101887E-9
398	1.5381080410196791E-9
399	1.461202638968695E-9
400	1.3881425070202602E-9
